raw_name,standard_name,verification_status,source_url,notes,count
极兔速递,极兔速递,中,,按原表企业名保留，未命中已知别名库,1
不难钢铁,不难钢铁,中,,按原表企业名保留，未命中已知别名库,1
基恩士,基恩士,中,,按原表企业名保留，未命中已知别名库,2
墓园食品股份,墓园食品股份,中,,按原表企业名保留，未命中已知别名库,1
加多宝凉茶,加多宝凉茶,中,,按原表企业名保留，未命中已知别名库,1
民生银行,民生银行,中,,按原表企业名保留，未命中已知别名库,1
中石化胜利石油,中石化胜利石油,中,,按原表企业名保留，未命中已知别名库,1
深圳朗困科技集团,深圳朗困科技集团,中,,按原表企业名保留，未命中已知别名库,1
新力,新力,待核实,,企业名过短或匿名化，需人工复核,1
双红环境,双红环境,中,,按原表企业名保留，未命中已知别名库,1
寒武纪,寒武纪,中,,按原表企业名保留，未命中已知别名库,1
舜宇光学御程集团有限公司,舜宇光学御程集团有限公司,中,,按原表企业名保留，未命中已知别名库,1
宁波市忠实化工工程公司,宁波市忠实化工工程公司,中,,按原表企业名保留，未命中已知别名库,1
终和二三建设有限公司,终和二三建设有限公司,中,,按原表企业名保留，未命中已知别名库,1
奥克斯集团,奥克斯集团,中,,按原表企业名保留，未命中已知别名库,1
牽执国际快级师事务所,牽执国际快级师事务所,中,,按原表企业名保留，未命中已知别名库,1
算能科技,算能科技,中,,按原表企业名保留，未命中已知别名库,1
NVIDIA,NVIDIA,待核实,,纯英文或缩写企业名，需人工复核,1
广东省某985高校,广东省某985高校,中,,按原表企业名保留，未命中已知别名库,1
黑龙江某华电,黑龙江某华电,中,,按原表企业名保留，未命中已知别名库,1
GOLDWIND,GOLDWIND,待核实,,纯英文或缩写企业名，需人工复核,1
哈尔滨特来电,哈尔滨特来电,中,,按原表企业名保留，未命中已知别名库,1
某出创人型机器人应用公司,某出创人型机器人应用公司,中,,按原表企业名保留，未命中已知别名库,1
上海某歌草机器人公司,上海某歌草机器人公司,中,,按原表企业名保留，未命中已知别名库,1
华为外包软通动力,华为,中,https://www.huawei.com/cn/corporate-information,包含华为/HUAWEI关键词,1
内蒙古测成矿业,内蒙古测成矿业,中,,按原表企业名保留，未命中已知别名库,1
中国黄金集团,中国黄金集团,中,,按原表企业名保留，未命中已知别名库,1
包钢集团,包钢集团,中,,按原表企业名保留，未命中已知别名库,1
中石化镇海炼化,中石化镇海炼化,中,,按原表企业名保留，未命中已知别名库,1
新凯来技术有限公司,新凯来技术有限公司,中,,按原表企业名保留，未命中已知别名库,1
西安图为电气,西安图为电气,中,,按原表企业名保留，未命中已知别名库,1
我电头核电技术服务有限公司,我电头核电技术服务有限公司,中,,按原表企业名保留，未命中已知别名库,1
JDL京东,京东,中,https://www.jd.com/,包含京东/JD关键词,1
顺丰,顺丰,待核实,,企业名过短或匿名化，需人工复核,1
南方某铁路局,南方某铁路局,中,,按原表企业名保留，未命中已知别名库,1
中国长江三峡集团,中国长江三峡集团,中,,按原表企业名保留，未命中已知别名库,1
中国华电集团,中国华电集团,中,,按原表企业名保留，未命中已知别名库,1
紫金矿业集团股份有限公司,紫金矿业集团股份有限公司,中,,按原表企业名保留，未命中已知别名库,2
中国非金属材料南京矿山公司,中国非金属材料南京矿山公司,中,,按原表企业名保留，未命中已知别名库,1
新疆有色集团蓝钻锂业,新疆有色集团蓝钻锂业,中,,按原表企业名保留，未命中已知别名库,1
中国华电,中国华电,中,,按原表企业名保留，未命中已知别名库,1
中地数码,中地数码,中,,按原表企业名保留，未命中已知别名库,1
苏宁,苏宁,待核实,,企业名过短或匿名化，需人工复核,1
某互联网公司,某互联网公司,中,,按原表企业名保留，未命中已知别名库,1
屏股份,屏股份,中,,按原表企业名保留，未命中已知别名库,1
格林美,格林美,中,,按原表企业名保留，未命中已知别名库,1
卫龙,卫龙,待核实,,企业名过短或匿名化，需人工复核,1
途虎养车,途虎养车,中,,按原表企业名保留，未命中已知别名库,1
联通数科,联通数科,中,,按原表企业名保留，未命中已知别名库,1
大讯飞,大讯飞,中,,按原表企业名保留，未命中已知别名库,1
广州影子科技有限公司,广州影子科技有限公司,中,,按原表企业名保留，未命中已知别名库,1
京东科技,京东,中,https://www.jd.com/,包含京东/JD关键词,1
长沙某小学,长沙某小学,中,,按原表企业名保留，未命中已知别名库,1
湖南株洲某学校,湖南株洲某学校,中,,按原表企业名保留，未命中已知别名库,1
长沙某高中,长沙某高中,中,,按原表企业名保留，未命中已知别名库,1
中建八局二公司,中建八局二公司,中,,按原表企业名保留，未命中已知别名库,1
中广核某二级子公司,中广核某二级子公司,中,,按原表企业名保留，未命中已知别名库,1
江苏卓胜微电子股份有限公司,江苏卓胜微电子股份有限公司,中,,按原表企业名保留，未命中已知别名库,1
天福信卓单导体分公司,天福信卓单导体分公司,中,,按原表企业名保留，未命中已知别名库,1
牧钢股份,牧钢股份,中,,按原表企业名保留，未命中已知别名库,1
湖北联投,湖北联投,中,,按原表企业名保留，未命中已知别名库,1
招商举务也管理有限公司,招商举务也管理有限公司,中,,按原表企业名保留，未命中已知别名库,1
大众汽车,大众汽车集团,中,https://www.volkswagen-group.com/,包含大众/VOLKSWAGEN关键词,1
东国汽车,东国汽车,中,,按原表企业名保留，未命中已知别名库,1
杭州某网络安全公司,杭州某网络安全公司,中,,按原表企业名保留，未命中已知别名库,1
深圳某显示齐印检公司,深圳某显示齐印检公司,中,,按原表企业名保留，未命中已知别名库,1
杭州某金融科技公司,杭州某金融科技公司,中,,按原表企业名保留，未命中已知别名库,1
自達半導體,自達半導體,中,,按原表企业名保留，未命中已知别名库,1
包圍,包圍,待核实,,企业名过短或匿名化，需人工复核,1
中石化茂名石化,中石化茂名石化,中,,按原表企业名保留，未命中已知别名库,1
新旺达动力科技,新旺达动力科技,中,,按原表企业名保留，未命中已知别名库,1
部立特复合材料,部立特复合材料,中,,按原表企业名保留，未命中已知别名库,1
农夫山泉,农夫山泉,中,,按原表企业名保留，未命中已知别名库,1
牧原,牧原,待核实,,企业名过短或匿名化，需人工复核,1
华测检测,华测检测,中,,按原表企业名保留，未命中已知别名库,1
中牧股份,中牧股份,中,,按原表企业名保留，未命中已知别名库,1
新希望六合,新希望六合,中,,按原表企业名保留，未命中已知别名库,1
航天驭,航天驭,中,,按原表企业名保留，未命中已知别名库,1
时封信念科技,时封信念科技,中,,按原表企业名保留，未命中已知别名库,1
乐具机器人,乐具机器人,中,,按原表企业名保留，未命中已知别名库,1
北京某机器人公司,北京某机器人公司,中,,按原表企业名保留，未命中已知别名库,1
杭州某科技小场,杭州某科技小场,中,,按原表企业名保留，未命中已知别名库,1
中国中铁一局厦门公司,中国中铁一局厦门公司,中,,按原表企业名保留，未命中已知别名库,1
中国铁路哈尔滨局,中国铁路哈尔滨局,中,,按原表企业名保留，未命中已知别名库,1
Lenovo,Lenovo,待核实,,纯英文或缩写企业名，需人工复核,1
创维集团,创维集团,中,,按原表企业名保留，未命中已知别名库,1
中天钢铁,中天钢铁,中,,按原表企业名保留，未命中已知别名库,1
深圳某中小型新材料公司,深圳某中小型新材料公司,中,,按原表企业名保留，未命中已知别名库,1
南方电网,南方电网,中,,按原表企业名保留，未命中已知别名库,2
中化集团下三级子公司,中化集团下三级子公司,中,,按原表企业名保留，未命中已知别名库,1
与渡客车,与渡客车,中,,按原表企业名保留，未命中已知别名库,1
日照序日电子有限公司,日照序日电子有限公司,中,,按原表企业名保留，未命中已知别名库,1
航天科技一院一部,航天科技一院一部,中,,按原表企业名保留，未命中已知别名库,1
闭响汽车,闭响汽车,中,,按原表企业名保留，未命中已知别名库,1
公用电器,公用电器,中,,按原表企业名保留，未命中已知别名库,1
宇视科技,宇视科技,中,,按原表企业名保留，未命中已知别名库,1
华电新疆天山公司,华电新疆天山公司,中,,按原表企业名保留，未命中已知别名库,1
华润电力甘肃公司,华润电力甘肃公司,中,,按原表企业名保留，未命中已知别名库,1
青海国网某市局,青海国网某市局,中,,按原表企业名保留，未命中已知别名库,1
宜化,宜化,待核实,,企业名过短或匿名化，需人工复核,1
武汉建工集团股份有限公司,武汉建工集团股份有限公司,中,,按原表企业名保留，未命中已知别名库,1
深圳安吉尔饮水产业集团,深圳安吉尔饮水产业集团,中,,按原表企业名保留，未命中已知别名库,1
集成电路制造股份有限公司,集成电路制造股份有限公司,中,,按原表企业名保留，未命中已知别名库,1
深圳某半导体设备厂,深圳某半导体设备厂,中,,按原表企业名保留，未命中已知别名库,1
某矿山研究院,某矿山研究院,中,,按原表企业名保留，未命中已知别名库,1
江西业集团公司,江西业集团公司,中,,按原表企业名保留，未命中已知别名库,1
华夏建龙集团,华夏建龙集团,中,,按原表企业名保留，未命中已知别名库,1
山东某三甲医院,山东某三甲医院,中,,按原表企业名保留，未命中已知别名库,1
YangtzeRiverPharmaceuticalGroup,YangtzeRiverPharmaceuticalGroup,待核实,,纯英文或缩写企业名，需人工复核,1
河南省某三甲医院,河南省某三甲医院,中,,按原表企业名保留，未命中已知别名库,1
集成电子股份有限公司,集成电子股份有限公司,中,,按原表企业名保留，未命中已知别名库,1
豪迈科技,豪迈科技,中,,按原表企业名保留，未命中已知别名库,1
掩慌能源集团,掩慌能源集团,中,,按原表企业名保留，未命中已知别名库,1
中国移动,中国移动,中,,按原表企业名保留，未命中已知别名库,1
国家石油天然气管网集团有限公司,国家石油天然气管网集团有限公司,中,,按原表企业名保留，未命中已知别名库,1
河南能源,河南能源,中,,按原表企业名保留，未命中已知别名库,1
中国华电重庆分公司,中国华电重庆分公司,中,,按原表企业名保留，未命中已知别名库,1
宁德时代,宁德时代,中,https://www.catl.com/,常用品牌名,2
大族数控,大族数控,中,,按原表企业名保留，未命中已知别名库,1
药明生物,药明生物,中,,按原表企业名保留，未命中已知别名库,1
中国航空工业集团,中国航空工业集团,中,,按原表企业名保留，未命中已知别名库,1
苏州旭创科技有限公司,苏州旭创科技有限公司,中,,按原表企业名保留，未命中已知别名库,1
星宇股份,星宇股份,中,,按原表企业名保留，未命中已知别名库,1
云南电网有限责任公司,云南电网有限责任公司,中,,按原表企业名保留，未命中已知别名库,1
汤路化成,汤路化成,中,,按原表企业名保留，未命中已知别名库,1
开轮集团,开轮集团,中,,按原表企业名保留，未命中已知别名库,1
中国科学院计算技术研究所,中国科学院计算技术研究所,中,,按原表企业名保留，未命中已知别名库,1
因为达,因为达,中,,按原表企业名保留，未命中已知别名库,1
中建八局北京公司,中建八局北京公司,中,,按原表企业名保留，未命中已知别名库,1
中建八局海外公司,中建八局海外公司,中,,按原表企业名保留，未命中已知别名库,1
刀脉集团,刀脉集团,中,,按原表企业名保留，未命中已知别名库,1
大连第一互感器有限公司,大连第一互感器有限公司,中,,按原表企业名保留，未命中已知别名库,1
长春精密机械有限公司,长春精密机械有限公司,中,,按原表企业名保留，未命中已知别名库,1
江苏某科技合资企业,江苏某科技合资企业,中,,按原表企业名保留，未命中已知别名库,1
沈阳鑫松机器人,沈阳鑫松机器人,中,,按原表企业名保留，未命中已知别名库,1
沈陽編壓器集團,沈陽編壓器集團,中,,按原表企业名保留，未命中已知别名库,1
中国重汽,中国重汽,中,,按原表企业名保留，未命中已知别名库,1
国能建,国能建,中,,按原表企业名保留，未命中已知别名库,1
山东某电场,山东某电场,中,,按原表企业名保留，未命中已知别名库,1
阿里巴巴香港,阿里巴巴集团,中,https://www.alibabagroup.com/about-alibaba,包含阿里巴巴/Alibaba关键词,1
工序香港,工序香港,中,,按原表企业名保留，未命中已知别名库,1
华为诺亚方舟实验室,华为,中,https://www.huawei.com/cn/corporate-information,包含华为/HUAWEI关键词,1
ZTE中兴,中兴通讯,中,https://www.zte.com.cn/,包含中兴/ZTE关键词,1
中国移动通信,中国移动通信,中,,按原表企业名保留，未命中已知别名库,1
绿點科技（深圳）有限公司,绿點科技（深圳）有限公司,中,,按原表企业名保留，未命中已知别名库,1
深圳工业负联,深圳工业负联,中,,按原表企业名保留，未命中已知别名库,1
单费诺科技,单费诺科技,中,,按原表企业名保留，未命中已知别名库,1
宝洁,宝洁,待核实,,企业名过短或匿名化，需人工复核,1
工实化,工实化,中,,按原表企业名保留，未命中已知别名库,1
北京某小型手游公司,北京某小型手游公司,中,,按原表企业名保留，未命中已知别名库,1
某山西大型医药企业北京分公司,某山西大型医药企业北京分公司,中,,按原表企业名保留，未命中已知别名库,1
北京某小型互联网企业,北京某小型互联网企业,中,,按原表企业名保留，未命中已知别名库,1
中国联通,中国联通,中,,按原表企业名保留，未命中已知别名库,1
沈阳为创森,沈阳为创森,中,,按原表企业名保留，未命中已知别名库,1
大连松下电器,大连松下电器,中,,按原表企业名保留，未命中已知别名库,1
东风农机,东风农机,中,,按原表企业名保留，未命中已知别名库,1
大江农业,大江农业,中,,按原表企业名保留，未命中已知别名库,1
中国农业科学院,中国农业科学院,中,,按原表企业名保留，未命中已知别名库,1
康龙化成,康龙化成,中,,按原表企业名保留，未命中已知别名库,1
真顶集团,真顶集团,中,,按原表企业名保留，未命中已知别名库,1
德邦快递,德邦快递,中,,按原表企业名保留，未命中已知别名库,1
中国建设银行,中国建设银行,中,,按原表企业名保留，未命中已知别名库,1
北京城市排水集团,北京城市排水集团,中,,按原表企业名保留，未命中已知别名库,1
公牛集团,公牛集团,中,,按原表企业名保留，未命中已知别名库,1
亨通光电,亨通光电,中,,按原表企业名保留，未命中已知别名库,1
结锐股份,结锐股份,中,,按原表企业名保留，未命中已知别名库,1
大疆科技,大疆,中,https://www.dji.com/cn,包含大疆/DJI关键词,1
中国航空工业集团下属某单位,中国航空工业集团下属某单位,中,,按原表企业名保留，未命中已知别名库,1
西北工业大学,西北工业大学,中,,按原表企业名保留，未命中已知别名库,1
齐鲁制药,齐鲁制药,中,,按原表企业名保留，未命中已知别名库,2
山东太古,山东太古,中,,按原表企业名保留，未命中已知别名库,1
三邦德激光,三邦德激光,中,,按原表企业名保留，未命中已知别名库,1
上海迪凯,上海迪凯,中,,按原表企业名保留，未命中已知别名库,1
长城信息,长城信息,中,,按原表企业名保留，未命中已知别名库,1
成都比亚迪,成都比亚迪,中,,按原表企业名保留，未命中已知别名库,1
中国石化重庆川维化工,中国石化重庆川维化工,中,,按原表企业名保留，未命中已知别名库,1
中海油中海化学,中海油中海化学,中,,按原表企业名保留，未命中已知别名库,1
中石油锦溪石化,中石油锦溪石化,中,,按原表企业名保留，未命中已知别名库,1
小名,小名,待核实,,企业名过短或匿名化，需人工复核,1
信诺利星集团,信诺利星集团,中,,按原表企业名保留，未命中已知别名库,1
北方华锦化学工业集团,北方华锦化学工业集团,中,,按原表企业名保留，未命中已知别名库,1
AHCE INSURANCE,AHCE INSURANCE,待核实,,纯英文或缩写企业名，需人工复核,1
创维数字,创维数字,中,,按原表企业名保留，未命中已知别名库,1
广州菲律斯太阳能,广州菲律斯太阳能,中,,按原表企业名保留，未命中已知别名库,1
烟台节日股份,烟台节日股份,中,,按原表企业名保留，未命中已知别名库,1
苏州电信,苏州电信,中,,按原表企业名保留，未命中已知别名库,1
苏州移动,苏州移动,中,,按原表企业名保留，未命中已知别名库,1
路中校集团,路中校集团,中,,按原表企业名保留，未命中已知别名库,1
中国建筑,中国建筑,中,,按原表企业名保留，未命中已知别名库,1
中力投资集团公司,中力投资集团公司,中,,按原表企业名保留，未命中已知别名库,1
一联宏会生,一联宏会生,中,,按原表企业名保留，未命中已知别名库,1
富海集团,富海集团,中,,按原表企业名保留，未命中已知别名库,1
陕西某国企,陕西某国企,中,,按原表企业名保留，未命中已知别名库,1
智元机器人,智元机器人,中,,按原表企业名保留，未命中已知别名库,1
欣旺达动力（文乌园区）,欣旺达,中,https://www.sunwoda.com/,包含欣旺达/SUNWODA关键词,1
比亚迪汽车,比亚迪汽车,中,,按原表企业名保留，未命中已知别名库,1
中国第一汽车集团公司,中国第一汽车集团公司,中,,按原表企业名保留，未命中已知别名库,1
拓荆科技,拓荆科技,中,,按原表企业名保留，未命中已知别名库,1
比利比利,比利比利,中,,按原表企业名保留，未命中已知别名库,1
MorganStanley 一摩根士丹利,MorganStanley 一摩根士丹利,中,,按原表企业名保留，未命中已知别名库,1
CITADE 财务建模与交易执行二cityIsecurties承保证券 OCCMIICICSMEmS,CITADE 财务建模与交易执行二cityIsecurties承保证券 OCCMIICICSMEmS,中,,按原表企业名保留，未命中已知别名库,1
CTW Securities承保政权,CTW Securities承保政权,中,,按原表企业名保留，未命中已知别名库,1
维理能,维理能,中,,按原表企业名保留，未命中已知别名库,1
新能得,新能得,中,,按原表企业名保留，未命中已知别名库,1
AVB中国,AVB中国,中,,按原表企业名保留，未命中已知别名库,1
北京四中,北京四中,中,,按原表企业名保留，未命中已知别名库,1
深圳中学,深圳中学,中,,按原表企业名保留，未命中已知别名库,1
牧原集团,牧原集团,中,,按原表企业名保留，未命中已知别名库,1
真幸福,真幸福,中,,按原表企业名保留，未命中已知别名库,1
京东集团,京东,中,https://www.jd.com/,包含京东/JD关键词,1
RyteDance,RyteDance,待核实,,纯英文或缩写企业名，需人工复核,1
苏州山母,苏州山母,中,,按原表企业名保留，未命中已知别名库,1
nVIDIA,nVIDIA,待核实,,纯英文或缩写企业名，需人工复核,1
中科院计算技术研究所,中科院计算技术研究所,中,,按原表企业名保留，未命中已知别名库,1
起源实验室,起源实验室,中,,按原表企业名保留，未命中已知别名库,1
DIA,DIA,待核实,,纯英文或缩写企业名，需人工复核,1
